marker-color,marker-size,marker-symbol,NummerRijksmonument,NaamRijksmonument,HoofdCategorieMS,GEMEENTE,PLAATS,SITUERING,Adres,POSTCODE,STATUS,long,lat
#80ff80,small,,45384,,Archeologie,Emmen,Emmen,,,7800 AA,beschermd,6.885001868914,52.813851358258
#80ff80,small,,45385,,Archeologie,Emmen,Emmen,,,7800 AA,beschermd,6.889175943876,52.813151693265
#80ff80,small,,45386,,Archeologie,Emmen,Emmen,,,7800 AA,beschermd,6.885077452504,52.818658979172
#80ff80,small,,45387,,Archeologie,Emmen,Emmen,,,7800 AA,beschermd,6.882739089156,52.821429672569
#80ff80,small,,45388,,Archeologie,Emmen,Emmen,,,7800 AA,beschermd,6.885418348518,52.819948963293
#80ff80,small,,45389,,Archeologie,Borger-Odoorn,Valthe,,,7872 ZA,beschermd,6.892858728292,52.823180764406
#80ff80,small,,45390,,Archeologie,Emmen,Emmen,,,7800 AA,beschermd,6.969305531,52.783487559063
#80ff80,small,,45391,,Archeologie,Emmen,Nieuw-Dordrecht,,,7800 AA,beschermd,6.984918778222,52.755945812833
#80ff80,small,,45393,,Archeologie,Tynaarlo,Schelfhorst,,,9760 NA,beschermd,6.546553044668,53.157674011706
#80ff80,small,,45394,,Archeologie,Tynaarlo,Eelde,,,9760 NA,beschermd,6.582961059307,53.140430491875
#80ff80,small,,45395,,Archeologie,Tynaarlo,Eelde,,,9760 NA,beschermd,6.565059600142,53.126786343957
#80ff80,small,,45396,,Archeologie,Tynaarlo,Eelde,,,9760 NA,beschermd,6.598619224057,53.135465353309
#80ff80,small,,45399,,Archeologie,Tynaarlo,Midlaren,,,9470 AA,beschermd,6.655585530111,53.102334628169
#80ff80,small,,45452,,Archeologie,Tynaarlo,Midlaren,,,9470 AA,beschermd,6.67157811773,53.107385550156
#80ff80,small,,45619,,Archeologie,Bedum,Zuidwolde,,,9785 ZA,beschermd,6.573015201255,53.25642767356
#80ff80,small,,45620,,Archeologie,Bedum,Zuidwolde,,,9785 ZA,beschermd,6.573809593286,53.260796144605
#80ff80,small,,45621,,Archeologie,Groningen,Dorkwerd,,,9700 AA,beschermd,6.520847716809,53.2385726797
#80ff80,small,,45569,,Archeologie,Tynaarlo,Midlaren,,,9470 AA,beschermd,6.65150191432,53.10721273167
#80ff80,small,,45583,,Archeologie,Delfzijl,Holwierde,,,9905 ZA,beschermd,6.870156467741,53.356947665703
#80ff80,small,,45584,,Archeologie,Delfzijl,Holwierde,,,9905 ZA,beschermd,6.875171521842,53.358629097645
#80ff80,small,,45585,,Archeologie,Delfzijl,Nansum,,,9905 ZA,beschermd,6.887154823012,53.358084835082
#80ff80,small,,45586,,Archeologie,Delfzijl,Bierum,,,9906 ZA,beschermd,6.892979832978,53.357131366868
#80ff80,small,,45587,,Archeologie,Delfzijl,Bierum,,,9906 ZA,beschermd,6.887027702559,53.366938105694
#80ff80,small,,45588,,Archeologie,Delfzijl,Oldenklooster,,,9905 ZA,beschermd,6.853842567754,53.364408755404
#80ff80,small,,45589,,Archeologie,Delfzijl,Godlinze,,,9905 ZA,beschermd,6.81338105089,53.371563176102
#80ff80,small,,45590,,Archeologie,Delfzijl,Bierum,,,9906 ZA,beschermd,6.846654192941,53.345148402898
#80ff80,small,,45591,,Archeologie,Delfzijl,Bierum,,,9906 ZA,beschermd,6.847204864666,53.355188566866
#80ff80,small,,45592,,Archeologie,Delfzijl,Bierum,,,9906 ZA,beschermd,6.835787307746,53.390382415163
#80ff80,small,,45593,,Archeologie,Delfzijl,Bierum,,,9906 ZA,beschermd,6.861186970107,53.380575381189
#80ff80,small,,45594,,Archeologie,Zuidhorn,Selwerd,,,9800 AA,beschermd,6.543818812637,53.244482175083
#80ff80,small,,45595,,Archeologie,Groningen,Groningen,,,9700 AA,beschermd,6.546978658238,53.246671299595
#80ff80,small,,45596,,Archeologie,Groningen,Groningen,,,9700 AA,beschermd,6.534960945833,53.255602312678
#80ff80,small,,45597,,Archeologie,Zuidhorn,Selwerd,,,9800 AA,beschermd,6.542116022273,53.25251431966
#80ff80,small,,45598,,Archeologie,Zuidhorn,Selwerd,,,9800 AA,beschermd,6.538524828133,53.243706329505
#80ff80,small,,45599,,Archeologie,Groningen,Noorddijk,,,9700 AA,beschermd,6.587413709272,53.239093745632
#80ff80,small,,45600,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.487316051093,53.229395230116
#80ff80,small,,45601,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.488795771997,53.229282807976
#80ff80,small,,45602,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.490552551707,53.229464366967
#80ff80,small,,45603,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.490450292414,53.227218743314
#80ff80,small,,45604,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.492129881191,53.226727018865
#80ff80,small,,45605,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.492321825525,53.225449201904
#80ff80,small,,45606,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.499370429181,53.229356014947
#80ff80,small,,45607,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.494982673539,53.235785819796
#80ff80,small,,45608,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.494512921754,53.237326800918
#80ff80,small,,45609,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.494639163453,53.23816135586
#80ff80,small,,45610,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.495601259983,53.238296254998
#80ff80,small,,45611,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.495468563533,53.23896246142
#80ff80,small,,45612,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.495322965565,53.240293767439
#80ff80,small,,45613,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.494095634305,53.240332050326
#80ff80,small,,45614,,Archeologie,Groningen,Leegkerk,,,9700 AA,beschermd,6.498276445269,53.240392272352
#80ff80,small,,45615,,Archeologie,Groningen,Groningen,,,9700 AA,beschermd,6.501157458063,53.241165344674
#80ff80,small,,45616,,Archeologie,Groningen,Groningen,,,9700 AA,beschermd,6.501598612517,53.24374928358
#80ff80,small,,45617,,Archeologie,Groningen,Dorkwerd,,,9700 AA,beschermd,6.512081080413,53.250499017676
#80ff80,small,,45618,,Archeologie,Groningen,Groningen,,,9700 AA,beschermd,6.500650740059,53.240684789586
#80ff80,small,,45721,,Archeologie,Ten Boer,Ten Boer,,,9790 AA,beschermd,6.69186064739,53.275657196795
#80ff80,small,,45722,,Archeologie,Ten Boer,Ten Boer,,,9790 AA,beschermd,6.715695354787,53.295040234909
#80ff80,small,,45723,,Archeologie,Ten Boer,Ten Post,,,9792 ZA,beschermd,6.708901212423,53.307776953626
#80ff80,small,,45724,,Archeologie,Ten Boer,Ten Post,,,9792 ZA,beschermd,6.709680775296,53.30922416404
#80ff80,small,,45725,,Archeologie,Ten Boer,Ten Boer,,,9790 AA,beschermd,6.733467744918,53.307486265272
#80ff80,small,,45726,,Archeologie,Ten Boer,Ten Boer,,,9790 AA,beschermd,6.740953386339,53.302675319656
#80ff80,small,,45727,,Archeologie,Ten Boer,Ten Boer,,,9790 AA,beschermd,6.734595860874,53.293176248025
#80ff80,small,,45728,,Archeologie,Ten Boer,Wittewierum,,,9790 AA,beschermd,6.748732989055,53.286798229909
#80ff80,small,,45729,,Archeologie,Ten Boer,Ten Boer,,,9790 AA,beschermd,6.730412738813,53.270586208742
#80ff80,small,,45730,,Archeologie,Ten Boer,Thesinge,,,9797 ZA,beschermd,6.651113897954,53.269577801182
#80ff80,small,,45745,,Archeologie,Loppersum,Loppersum,,,9919 ZA,beschermd,6.747527187387,53.337953444478
#80ff80,small,,45746,,Archeologie,Loppersum,Wirdum,,,9917 ZA,beschermd,6.784988768303,53.322732127972
#80ff80,small,,45747,,Archeologie,Loppersum,Loppersum,,,9919 ZA,beschermd,6.797780507222,53.323777886368
#80ff80,small,,45748,,Archeologie,Loppersum,Loppersum,,,9919 ZA,beschermd,6.75060281363,53.304678025528
#80ff80,small,,45749,,Archeologie,Loppersum,Loppersum,,,9919 ZA,beschermd,6.728984786949,53.318670504028
#80ff80,small,,45751,,Archeologie,Loppersum,Wirdum,,,9917 ZA,beschermd,6.783794595253,53.324785926256
#80ff80,small,,45752,,Archeologie,Loppersum,Eekwerderdraai,,,9914 ZA,beschermd,6.801362442783,53.314470754077
#80ff80,small,,45753,,Archeologie,Loppersum,Eekwerderdraai,,,9914 ZA,beschermd,6.802559596367,53.315283417083
#80ff80,small,,45754,,Archeologie,Loppersum,Eekwerderdraai,,,9914 ZA,beschermd,6.803418460025,53.315390123488
#80ff80,small,,45763,,Archeologie,Loppersum,Toornwerd,,,9914 ZA,beschermd,6.63800801719,53.352666805926
#80ff80,small,,45764,,Archeologie,Loppersum,Westerwijtwerd,,,9914 ZA,beschermd,6.648762203984,53.337826202597
#80ff80,small,,45765,,Archeologie,Loppersum,Middelstum,,,9990 AA,beschermd,6.638602607417,53.331785853383
#80ff80,small,,45766,,Archeologie,Loppersum,Middelstum,,,9990 AA,beschermd,6.626144005614,53.317204552555
#80ff80,small,,45767,,Archeologie,Loppersum,Fraamklap,,,9914 ZA,beschermd,6.611328541348,53.337134833707
#80ff80,small,,45768,,Archeologie,Loppersum,Middelstum,,,9990 AA,beschermd,6.673319318609,53.357254697517
#80ff80,small,,45769,,Archeologie,Loppersum,Huizinge,,,9914 ZA,beschermd,6.67131010713,53.345288646398
#80ff80,small,,45770,,Archeologie,Loppersum,Middelstum,,,9990 AA,beschermd,6.645996093872,53.353113636914
#80ff80,small,,45771,,Archeologie,Loppersum,Huizinge,,,9914 ZA,beschermd,6.678058309547,53.346986667593
#80ff80,small,,45772,,Archeologie,Loppersum,Middelstum,,,9990 AA,beschermd,6.642558619749,53.348027489378
#80ff80,small,,45773,,Archeologie,Loppersum,Middelstum,,,9990 AA,beschermd,6.608911631823,53.348787401087
#80ff80,small,,45774,,Archeologie,Loppersum,Middelstum,,,9990 AA,beschermd,6.617983051405,53.337785783524
#80ff80,small,,45775,,Archeologie,Loppersum,Westerwijtwerd,,,9914 ZA,beschermd,6.656025003238,53.330560833351
#80ff80,small,,45776,,Archeologie,Loppersum,Westerwijtwerd,,,9914 ZA,beschermd,6.670904715623,53.330178205595
#80ff80,small,,45973,,Archeologie,Loppersum,Stedum,,,9920 AA,beschermd,6.696181078734,53.322195415987
#80ff80,small,,45974,,Archeologie,Loppersum,Stedum,,,9920 AA,beschermd,6.688467739337,53.33166980045
#80ff80,small,,45975,,Archeologie,Loppersum,Westeremden,,,9922 ZA,beschermd,6.711702658004,53.343772149701
#80ff80,small,,45976,,Archeologie,Loppersum,Stedum,,,9920 AA,beschermd,6.713801657436,53.368523964552
#80ff80,small,,45977,,Archeologie,Loppersum,Stedum,,,9920 AA,beschermd,6.714672950722,53.367058593664
#80ff80,small,,45978,,Archeologie,Loppersum,Stedum,,,9920 AA,beschermd,6.711700426662,53.333446971235
#80ff80,small,,45979,,Archeologie,Loppersum,Stedum,,,9920 AA,beschermd,6.696404349118,53.312748391463
#80ff80,small,,45980,,Archeologie,Loppersum,Lutjewijtwerd,,,9914 ZA,beschermd,6.696192142371,53.310207577319
#80ff80,small,,45981,,Archeologie,Loppersum,Stedum,,,9920 AA,beschermd,6.689461978037,53.307450011186
#80ff80,small,,45982,,Archeologie,Loppersum,Stedum,,,9920 AA,beschermd,6.66522464891,53.319859643549
#80ff80,small,,45998,,Archeologie,Coevorden,Schoonoord,,,7848 ZA,beschermd,6.773264739633,52.820191388591
#80ff80,small,,45999,,Archeologie,Coevorden,Sleen,,,7840 AA,beschermd,6.773397735905,52.813619770671
#80ff80,small,,46000,,Archeologie,Coevorden,Sleen,,,7840 AA,beschermd,6.786722842335,52.796593877559
#80ff80,small,,46001,,Archeologie,Coevorden,Sleen,,,7840 AA,beschermd,6.786478744201,52.794987917829
#80ff80,small,,46002,,Archeologie,Coevorden,Sleen,,,7840 AA,beschermd,6.797307341291,52.785458922546
#80ff80,small,,46149,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.468759831185,53.329821496829
#80ff80,small,,46150,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.497910731706,53.323436247372
#80ff80,small,,46151,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.507897785324,53.33118830759
#80ff80,small,,46152,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.521894650186,53.31889894269
#80ff80,small,,46153,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.524314530193,53.325867194585
#80ff80,small,,46154,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.518587055728,53.325525854638
#80ff80,small,,46155,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.510451018849,53.345056756402
#80ff80,small,,46156,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.516782852565,53.331132107488
#80ff80,small,,46157,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.503578246449,53.347546958179
#80ff80,small,,46158,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.505279843663,53.349463119437
#80ff80,small,,46159,,Archeologie,Winsum,Maarhuizen,,,9770 AA,beschermd,6.494123674285,53.34135321206
#80ff80,small,,46160,,Archeologie,Winsum,Winsum,,,9950 AA,beschermd,6.558157215129,53.3329288145
#80ff80,small,,46190,,Archeologie,Tynaarlo,Zuidlaren,,,9470 AA,beschermd,6.692118517275,53.076814604895
#80ff80,small,,46193,,Archeologie,Loppersum,Leermens,,,9915 ZA,beschermd,6.798162047787,53.345969838042
#80ff80,small,,46194,,Archeologie,Loppersum,'t Zandt,,,9915 ZA,beschermd,6.786110928862,53.342039823598
#80ff80,small,,46195,,Archeologie,Loppersum,Eenum,,,9914 ZA,beschermd,6.779442499585,53.339205643965
#80ff80,small,,46196,,Archeologie,Loppersum,Oosterwijtwerd,,,9914 ZA,beschermd,6.814775483646,53.338863190903
#80ff80,small,,46197,,Archeologie,Loppersum,'t Zandt,,,9915 ZA,beschermd,6.791195518171,53.371338895267
#80ff80,small,,46198,,Archeologie,Loppersum,Leermens,,,9914 ZA,beschermd,6.787337891793,53.353914482344
#80ff80,small,,46199,,Archeologie,Loppersum,Leermens,,,9914 ZA,beschermd,6.78554550116,53.362544226386
#80ff80,small,,46219,,Archeologie,Tynaarlo,Zuidlaren,,,9470 AA,beschermd,6.694935113606,53.073216030894
#80ff80,small,,47109,,Archeologie,Eemsmond,Oldorp,,,9979 ZG,beschermd,6.653221937131,53.402191402201
#80ff80,small,,47145,,Archeologie,Eemsmond,Usquert,,,9988 ZA,beschermd,6.613469677313,53.39914340525
#80ff80,small,,47146,,Archeologie,Eemsmond,Usquert,,,9988 ZA,beschermd,6.623815642414,53.405480445778
#80ff80,small,,47147,,Archeologie,Eemsmond,Usquert,,,9988 ZA,beschermd,6.626205340147,53.405437899013
#80ff80,small,,47169,,Archeologie,Eemsmond,Warffum,,,9989 ZA,beschermd,6.559527194634,53.391530772836
#80ff80,small,,47170,,Archeologie,Eemsmond,Warffum,,,9989 ZA,beschermd,6.573200106883,53.391297950821
#80ff80,small,,47171,,Archeologie,Eemsmond,Warffum,,,9989 ZA,beschermd,6.570130065544,53.384067578613
#80ff80,small,,47172,,Archeologie,Eemsmond,Warffum,,,9989 ZA,beschermd,6.562895432339,53.371773889532
#80ff80,small,,47173,,Archeologie,Eemsmond,Warffum,,Noordpolder 6,9989 TE,beschermd,6.556067235991,53.416320327249
#80ff80,small,,47526,,Archeologie,Delfzijl,Bierum,,,9906 ZA,beschermd,6.879542773328,53.371191927906
#80ff80,small,,341029,,Archeologie,Coevorden,Oosterhesselen,,,7860 AA,beschermd,6.729756316445,52.742522502654
#80ff80,small,,341036,,Archeologie,Coevorden,Gees,,,7860 AA,beschermd,6.654388053004,52.742953137027
#80ff80,small,,341350,,Archeologie,Coevorden,Meppen,,,7854 ZA,beschermd,6.70286739387,52.782674597971
#80ff80,small,,352971,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.530860328675,53.263153921397
#80ff80,small,,357083,,Archeologie,Zuidhorn,Aduard,,,9830 AA,beschermd,6.460253022266,53.257048077466
#80ff80,small,,420185,,Archeologie,Aa en Hunze,Rolde,,,9450 AA,beschermd,6.649133383553,52.98983162521
#80ff80,small,,421079,Noordlaren,Archeologie,Haren,Noordlaren,,,9479 ZA,beschermd,6.658782482407,53.115628213827
#80ff80,small,,421080,Loon,Archeologie,Assen,Loon,,,9400 AA,beschermd,6.613206904467,53.0230172355
#80ff80,small,,421089,Diever,Archeologie,Westerveld,Diever,,,7980 AA,beschermd,6.331099381884,52.859032107682
#80ff80,small,,421090,Borger,Archeologie,Borger-Odoorn,Borger,,,9530 AA,beschermd,6.798403534412,52.930265203218
#80ff80,small,,452870,Odoorn,Archeologie,Borger-Odoorn,Odoorn,,,7873 ZA,beschermd,6.870517825234,52.835118199479
#80ff80,small,,464135,,Archeologie,Tynaarlo,Zeyen,,,9480 AA,beschermd,6.531075895618,53.061872229097
#80ff80,small,,464140,,Archeologie,Aa en Hunze,Balloo,,,9444 ZA,beschermd,6.618954181381,53.00070625354
#80ff80,small,,464145,,Archeologie,Borger-Odoorn,Drouwen,,,9520 AA,beschermd,6.785703758497,52.952128407612
#80ff80,small,,464156,,Archeologie,Borger-Odoorn,Bronneger,,,9520 AA,beschermd,6.800359743054,52.944271609921
#80ff80,small,,464166,,Archeologie,Borger-Odoorn,Borger,,,9530 AA,beschermd,6.811014131049,52.926098061483
#80ff80,small,,467460,,Archeologie,Noordenveld,Roden,,,9300 AA,beschermd,6.410493927176,53.104859362029
#80ff80,small,,467465,,Archeologie,Noordenveld,Norg,,,9330 AA,beschermd,6.445804533331,53.055710171842
#80ff80,small,,467470,,Archeologie,Tynaarlo,Tynaarlo,,,9482 ZA,beschermd,6.629638692274,53.074882183809
#80ff80,small,,467478,,Archeologie,Borger-Odoorn,Bronneger,,,9520 AA,beschermd,6.802525619357,52.944991928948
#80ff80,small,,467484,,Archeologie,Borger-Odoorn,Drouwen,,,9520 AA,beschermd,6.774557482938,52.94323496577
#80ff80,small,,467493,,Archeologie,Borger-Odoorn,Odoorn,,,7873 ZA,beschermd,6.845882534397,52.891649810137
#80ff80,small,,507384,,Archeologie,Delfzijl,Delfzijl,,,9905 ZG,beschermd,6.96419025803,53.309829226507
#80ff80,small,,507523,,Archeologie,Aa en Hunze,Gieten,,,9468 ZG,beschermd,6.75553035446,53.016251977828
#80ff80,small,,507524,,Archeologie,Aa en Hunze,Gieten,,,9460 AA,beschermd,6.75824277131,53.014836872589
#80ff80,small,,508040,,Archeologie,Westerveld,Havelte,,,7970 AA,beschermd,6.218039980644,52.790772041514
#80ff80,small,,508081,,Archeologie,Oldambt,Midwolda,,,9680 AA,beschermd,6.993284915673,53.210730703562
#80ff80,small,,522122,,Archeologie,Delfzijl,Borgsweer,,,9930 AA,beschermd,7.013701440235,53.298160308376
#80ff80,small,,522124,,Archeologie,Zuidhorn,Selwerd,,,9800 AA,beschermd,6.405267370568,53.295582606688
#80ff80,small,,522134,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.45877739643,53.286948965459
#80ff80,small,,522135,,Archeologie,Winsum,Ezinge,,,9890 NA,beschermd,6.458795822471,53.296141502595
#80ff80,small,,522136,,Archeologie,Winsum,Ezinge,,,9890 NA,beschermd,6.446437856426,53.299234437268
#80ff80,small,,522137,,Archeologie,Winsum,Ezinge,,,9890 NA,beschermd,6.439807802969,53.305987247045
#80ff80,small,,522138,,Archeologie,Zuidhorn,Kommerzijl,,,9880 NA,beschermd,6.348947079499,53.287447152739
#80ff80,small,,522139,,Archeologie,Zuidhorn,Niehove,,,9800 AA,beschermd,6.349383150652,53.299601556422
#80ff80,small,,522140,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.458214032937,53.286001469554
#80ff80,small,,522141,,Archeologie,Winsum,Ezinge,,,9890 NA,beschermd,6.445338508417,53.29600018265
#80ff80,small,,522142,,Archeologie,Winsum,Ezinge,,,9890 NA,beschermd,6.446879080134,53.28789021319
#80ff80,small,,522143,,Archeologie,Zuidhorn,Niehove,,,9800 AA,beschermd,6.382274955257,53.281936898611
#80ff80,small,,522144,,Archeologie,Zuidhorn,Oldehove,,,9800 AA,beschermd,6.382043513961,53.303109648818
#80ff80,small,,522145,,Archeologie,Winsum,Garnwerd,,,9893 ZA,beschermd,6.497920055842,53.280123428199
#80ff80,small,,522156,,Archeologie,Zuidhorn,Oldehove,,,9800 AA,beschermd,6.368931044913,53.306991560391
#80ff80,small,,522157,,Archeologie,Zuidhorn,Niehove,,,9800 AA,beschermd,6.366921358232,53.289853905752
#80ff80,small,,522161,,Archeologie,Aa en Hunze,Anloo,,,9444 ZG,beschermd,6.694374183911,53.0605324918
#80ff80,small,,522164,,Archeologie,Winsum,Ezinge,,,9890 NA,beschermd,6.440020219452,53.310999544383
#80ff80,small,,526880,,Archeologie,Midden-Drenthe,Orvelte,Bij,Schapendrift 1,9441 PJ,beschermd,6.656165569048,52.848853612939
#80ff80,small,,527157,,Archeologie,Borger-Odoorn,Exloo,,,7875 ZG,beschermd,6.870998494021,52.867648317383
#80ff80,small,,527159,,Archeologie,Eemsmond,Rottum,,,9995 ZA,beschermd,6.620818195082,53.383297976882
